tweet_id,jpg_url,timestamp,source,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,stage,dog_stage
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,2015-11-17 00:53:15,['Twitter for iPhone'],This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,10.0,10.0,Walter,48,129,NoneNoneNoneNone,
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,2015-11-17 15:51:26,['Twitter for iPhone'],This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,9.0,10.0,Jimothy,88,238,NoneNoneNoneNone,
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,2015-11-17 18:56:35,['Twitter for iPhone'],This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,8.0,10.0,Christoper,51,196,NoneNoneNoneNone,
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,2015-11-18 00:36:17,['Twitter for iPhone'],This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5.0,10.0,Josep,186,368,NoneNoneNoneNone,
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,2015-11-18 02:25:23,['Twitter for iPhone'],This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,Jockson,95,250,NoneNoneNoneNone,
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,2015-11-18 03:18:55,['Twitter for iPhone'],This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,Jeph,267,540,NoneNoneNoneNone,
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,2015-11-18 15:07:24,['Twitter for iPhone'],This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,10.0,10.0,Carll,102,258,NoneNoneNoneNone,
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,2015-11-18 16:12:51,['Twitter for iPhone'],This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,9.0,10.0,Klevin,237,471,NoneNoneNoneNone,
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,2015-11-18 20:15:26,['Twitter for iPhone'],Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,10.0,10.0,Dave,134,425,NoneNoneNoneNone,
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,2015-11-18 23:18:48,['Twitter for iPhone'],This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,10.0,10.0,Gabe,135,346,NoneNoneNoneNone,
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,2015-11-19 02:43:18,['Twitter for iPhone'],Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,10.0,10.0,Kenneth,97,235,NoneNoneNoneNone,
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,2015-11-19 02:58:01,['Twitter for iPhone'],"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",9.0,10.0,Clarence,88,262,NoneNoneNoneNone,
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,2015-11-19 05:24:37,['Twitter for iPhone'],This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,9.0,10.0,Genevieve,258,516,NoneNoneNoneNone,
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,2015-11-19 17:26:08,['Twitter for iPhone'],This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,Fwed,60,211,NoneNoneNoneNone,
667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,2015-11-19 18:13:27,['Twitter for iPhone'],This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,Biden,234,489,NoneNoneNoneNone,
667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,2015-11-19 21:22:56,['Twitter Web Client'],Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11.0,10.0,Cupcake,96,327,NoneNoneNoneNone,
667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,2015-11-19 21:32:34,['Twitter Web Client'],This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7.0,10.0,Reese,66,203,NoneNoneNoneNone,
667517642048163840,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,2015-11-20 01:39:42,['Twitter Web Client'],This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8.0,10.0,Dook,203,389,NoneNoneNoneNone,
